Time;Emission_rate_g1;Emission_rate_g2;Emission_rate_g3;Emission_rate_g4;Emission_rate_g5;Emission_rate_g6;Emission_rate_g7;Emission_rate_g8;Emission_rate_g9;Emission_rate_g10;Emission_rate_g11;Emission_rate_g12;Emission_rate_g13;Emission_rate_g14;Emission_rate_g15;Emission_rate_g16;Emission_rate_g17;Emission_rate_g18;Emission_rate_g19;Emission_rate_g20;Emission_rate_g21;Emission_rate_g22
12-1-2020;0;0.800868663;0.816448733;0.834614288;0.692771639;0.347626074;0.37273664;0.422193536;0.378620977;0.365831277;0.431118702;0.415265243;0.473592303;0.414292228;0.383569874;0.442976199;0.483354305;0.408663479;0.534350081;0.558337815;0.610810567;0
13-1-2020;0;0.835167877;0.836959415;0.929242487;0.928831089;0.411009157;0.36203836;0.31782066;0.393431386;0.463681367;0.403818934;0.437351025;0.447860334;0.377862283;0.440013634;0.435385962;0.483127223;0.540758907;0.556326236;0.569624811;0.637939911;0
14-1-2020;0;0.787335322;0.834554614;0.696282093;0.85998952;0.367667499;0.336678263;0.459736794;0.390539598;0.40453784;0.408430809;0.437866693;0.420998715;0.415901176;0.445729696;0.436606188;0.484181805;0.610734284;0.527813107;0.5843789;0.658678168;0
15-1-2020;0;0.838995269;0.821105004;0.822992898;0.869679894;0.3019481;0.359193888;0.436739556;0.39870133;0.404090287;0.408757874;0.430281586;0.41524195;0.434778269;0.452921808;0.440281591;0.537202044;0.538502842;0.533201817;0.547605099;0.618794015;0
16-1-2020;0;0.758917542;0.848622483;1.04932967;0.926759903;0.299142471;0.359819925;0.377476174;0.391589768;0.440331081;0.422506816;0.440730834;0.443020918;0.351209281;0.446689678;0.436432156;0.487706217;0.548665103;0.554912258;0.576698256;0.625474448;0
17-1-2020;0;0.764108561;0.815435317;1.043140606;0.87492101;0.373759102;0.395016277;0.35254144;0.394337245;0.435430103;0.392926969;0.373094938;0.472948679;0.474723747;0.402971776;0.44369643;0.436140007;0.893093264;0.519960643;0.531771024;0.659390144;0
18-1-2020;0;0.810460387;0.809452988;0.790896014;0.904242827;0.414904532;0.377280003;0.355286978;0.405355204;0.40525707;0.467876806;0.434783536;0.459764279;0.438266;0.447703239;0.44771942;0.466372553;0.676781302;0.494150741;0.510308964;0.628558359;0
19-1-2020;0;0.748234253;0.821625612;1.015169799;0.861587125;0.407098778;0.361634105;0.375181777;0.387912402;0.454874194;0.508756026;0.38655644;0.414378352;0.422872086;0.451161449;0.442123885;0.481308709;0.496631565;0.562659378;0.550016292;0.585947818;0
20-1-2020;0;0.813317595;0.80077279;0.712979401;0.865388638;0.340795699;0.39258096;0.377027558;0.392751905;0.431798977;0.465796241;0.442813189;0.484151692;0.405605189;0.465961667;0.434451776;0.483522098;0.772888301;0.576524577;0.591165129;0.659940196;0
21-1-2020;0;0.770093078;0.834476546;0.794852778;0.956666956;0.344512618;0.389689;0.331892432;0.392648192;0.386213712;0.415309336;0.449669663;0.456192416;0.508346212;0.407743178;0.438659377;0.508253512;0.406935419;0.531647954;0.546266994;0.634791047;0
22-1-2020;0;0.790028597;0.883327466;0.766514094;0.963292485;0.365884976;0.346955249;0.329656607;0.40058336;0.474624144;0.382605881;0.412498631;0.407540007;0.480889406;0.442148088;0.445214593;0.506003193;0.595766216;0.5187732;0.564405371;0.615139012;0
23-1-2020;0;0.93799348;0.82848732;0.839505676;0.850506406;0.406951477;0.386574005;0.351375451;0.384007563;0.406103511;0.346229842;0.460151655;0.478848771;0.47669726;0.427147558;0.444077427;0.511846096;0.581829369;0.608607187;0.550296962;0.656968229;0
24-1-2020;0;0.791444804;0.825507246;0.957556534;0.940084345;0.358544947;0.371737808;0.394893308;0.403815579;0.4629172;0.365656044;0.409010571;0.43641517;0.485065642;0.417685756;0.445578307;0.518885598;0.661937875;0.555091301;0.561992296;0.651322127;0
25-1-2020;0;0.880535031;0.861944196;1.017369062;0.851355427;0.383942318;0.372892729;0.416815539;0.389328144;0.441095362;0.424220459;0.42326931;0.461514598;0.439088252;0.417460259;0.440013171;0.467976012;0.414128669;0.552356766;0.661928814;0.58563562;0
26-1-2020;0;0.758265596;0.8217041;0.749757752;0.829633042;0.388620476;0.365438329;0.31225577;0.390299137;0.42838968;0.472941897;0.438332124;0.437443134;0.465740308;0.387309995;0.438903481;0.470593203;0.428476734;0.597126862;0.560198425;0.631053308;0
27-1-2020;0;0.775601127;0.860707956;0.9739811;0.838788466;0.361051408;0.393767271;0.332744353;0.408778912;0.420095736;0.452720901;0.417139054;0.39432214;0.515968101;0.373454165;0.444184263;0.478078942;0.540090576;0.539803135;0.599528636;0.657811887;0
28-1-2020;0;0.701249497;0.846522177;1.12790017;0.85419673;0.350996222;0.387014848;0.386845961;0.39111406;0.392567762;0.326724759;0.428139313;0.442749755;0.48339094;0.51463636;0.439315668;0.511233256;0.468731045;0.464612297;0.507451863;0.601541909;0
29-1-2020;0;0.715111175;0.838767491;0.962660065;0.917175346;0.376511147;0.382667138;0.32676371;0.378911327;0.412796726;0.437173475;0.392402151;0.424544721;0.388383123;0.367143877;0.446723368;0.468013067;0.665248979;0.552614319;0.551572683;0.62742842;0
30-1-2020;0;0.781654511;0.849853402;0.95834594;0.870713963;0.33203099;0.402853185;0.383242593;0.393056132;0.403557397;0.417156078;0.418502836;0.45158521;0.406256668;0.412785427;0.441197023;0.488103437;0.535067249;0.501304885;0.502564688;0.654828757;0
31-1-2020;0;0.771094379;0.848164334;0.825619454;0.862421784;0.40128307;0.375824484;0.387506803;0.384852257;0.41090644;0.391626808;0.434827244;0.456717555;0.408940191;0.41459184;0.437798089;0.495154309;0.524456066;0.513763622;0.545213614;0.634374074;0
1-2-2020;0;0.822783269;0.849113521;0.867676161;0.902817151;0.366965449;0.373010551;0.429967401;0.375041227;0.382355333;0.374788562;0.408788767;0.411665113;0.486838669;0.46214661;0.441638247;0.486403145;0.67935749;0.528118783;0.544487876;0.655683315;0
2-2-2020;0;0.883002609;0.862678224;0.725229701;0.913389449;0.362755533;0.361497505;0.388516642;0.380817102;0.400143497;0.47246768;0.443692614;0.435712863;0.41703618;0.351331652;0.441316081;0.468073915;0.556820677;0.517531222;0.570186757;0.663860853;0
3-2-2020;0;0.781706868;0.872111338;0.917904735;0.853639414;0.369500366;0.390370414;0.325502989;0.388052881;0.393116346;0.44060493;0.407610498;0.472374652;0.387873423;0.456947356;0.436538542;0.510289494;0.525502747;0.524423205;0.552657395;0.625644194;0
4-2-2020;0;0.835418249;0.842173167;0.845671674;0.975192493;0.373524869;0.384354938;0.397490925;0.386481912;0.438308242;0.387091595;0.379273341;0.429328319;0.532399804;0.398148667;0.443610824;0.530797242;0.399962328;0.535285845;0.57637773;0.595803489;0
5-2-2020;0;0.787786869;0.837449971;0.821564012;0.93156139;0.351821027;0.369686321;0.429546756;0.394081508;0.402528565;0.401465766;0.412141729;0.435511114;0.511394839;0.417730194;0.437809325;0.512305901;0.44251092;0.550857088;0.594189464;0.645411811;0
6-2-2020;0;0.787415012;0.838905802;0.919639319;0.884427016;0.359437069;0.369473473;0.285805778;0.37983831;0.415882342;0.475469998;0.456917666;0.403180714;0.362639501;0.482331852;0.447049442;0.45523634;0.447924712;0.522908957;0.538263535;0.574639918;0
7-2-2020;0;0.805895152;0.769540809;0.810889895;0.870590963;0.35924018;0.369628749;0.468189284;0.398771385;0.379153106;0.386393676;0.416589171;0.427468807;0.397146613;0.426315209;0.446922559;0.452682867;0.578785003;0.531468813;0.527952149;0.674933674;0
8-2-2020;0;0.797134465;0.808760018;0.687294514;0.933629828;0.381036173;0.366644359;0.407697973;0.394314882;0.440946381;0.35395262;0.40807018;0.397345944;0.546487557;0.457185849;0.441360271;0.429264563;0.626232298;0.555430275;0.594980407;0.61425359;0
9-2-2020;0;0.755024302;0.822544595;0.817109477;0.949170954;0.323397953;0.36388446;0.333094076;0.394757864;0.41899275;0.468660631;0.383357105;0.445869835;0.575141522;0.420719134;0.452656984;0.522338919;0.517026462;0.480851469;0.537334706;0.609973418;0
10-2-2020;0;0.758565962;0.790138527;1.126711724;0.81157987;0.368777983;0.373144125;0.376199086;0.391629881;0.432752025;0.413975119;0.410728131;0.444711011;0.428484802;0.450489198;0.447015452;0.498353887;0.571351376;0.53607708;0.565667055;0.670534107;0
11-2-2020;0;0.754138738;0.887486216;0.886028385;0.886432978;0.359951921;0.373190154;0.441454954;0.394149854;0.394688268;0.427339344;0.433525019;0.452661159;0.428085726;0.432500058;0.440604136;0.483653747;0.408650358;0.54712849;0.536119855;0.603954734;0
12-2-2020;0;0.820898412;0.802363479;0.805221441;0.929205283;0.341575499;0.372035131;0.400342835;0.38552802;0.413870409;0.393383259;0.409533794;0.402729447;0.429623947;0.444592789;0.445491607;0.452065216;0.674906967;0.539911078;0.540298835;0.650323066;0
13-2-2020;0;0.750168278;0.789546786;0.997785901;0.78090715;0.354380825;0.370590725;0.388501804;0.396645458;0.372699781;0.364420734;0.450412998;0.441465879;0.524550089;0.415663733;0.442901156;0.467896052;0.424620071;0.471446363;0.590076515;0.623918435;0
14-2-2020;0;0.816975423;0.834412155;1.036132081;0.881937435;0.366322876;0.39930896;0.361151517;0.39745273;0.465293026;0.37852164;0.408844516;0.442032233;0.492878152;0.411107432;0.439190522;0.516491304;0.548819172;0.537295565;0.570523835;0.637318939;0
15-2-2020;0;0.823118376;0.811039932;0.864723554;0.789141547;0.375751234;0.380714373;0.446481985;0.392514705;0.418519067;0.388863471;0.46357528;0.449097667;0.461439482;0.432270532;0.439818961;0.506499832;0.616518695;0.540229928;0.580938408;0.616655394;0
16-2-2020;0;0.685393074;0.842847711;0.601729012;0.895959551;0.398800521;0.383583829;0.435599468;0.402254934;0.374429556;0.402849611;0.428766312;0.406090265;0.37376581;0.385462792;0.433978534;0.49227872;0.668485524;0.585115859;0.588635986;0.635241197;0
17-2-2020;0;0.729590084;0.821215441;0.846926107;0.828105848;0.400482455;0.395605704;0.350080322;0.378388691;0.384350774;0.467670769;0.379999015;0.428690004;0.405082655;0.357977728;0.438641715;0.537343842;0.443176387;0.498890894;0.557854151;0.659317382;0
18-2-2020;0;0.806944141;0.83843702;0.989505624;0.831638706;0.380167572;0.404988899;0.349071329;0.388002539;0.408504872;0.389018298;0.416094336;0.426451415;0.355510764;0.431993983;0.438582117;0.451573727;0.50663538;0.596290406;0.54382305;0.666734859;0
19-2-2020;0;0.776393431;0.812843354;0.558003104;0.854190887;0.367674905;0.369874491;0.455388757;0.394394708;0.435715122;0.41513005;0.419739875;0.404236262;0.407717326;0.416896067;0.443736101;0.468150781;0.650347703;0.554994179;0.5760874;0.659470692;0
20-2-2020;0;0.815332254;0.860531579;0.823385384;0.834513195;0.377301395;0.380633324;0.306292883;0.386233488;0.353788727;0.447332132;0.426613452;0.449052594;0.384545775;0.343267283;0.438630399;0.516041736;0.486568813;0.561554322;0.595793477;0.587413909;0
21-2-2020;0;0.820856314;0.828194761;0.896687262;0.879369599;0.351749891;0.356902728;0.368754198;0.394467656;0.424302513;0.401622133;0.431161094;0.442935416;0.372451704;0.459176527;0.441340105;0.471881069;0.517352297;0.487177154;0.54638919;0.631878581;0
22-2-2020;0;0.851442924;0.865575633;0.617166327;0.891547344;0.374892002;0.377303774;0.383513491;0.394644657;0.406972456;0.418142496;0.419814852;0.413320913;0.452671418;0.416603348;0.448028359;0.452824595;0.761738867;0.561819059;0.596426641;0.608289674;0
23-2-2020;0;0.789042527;0.832827339;0.732258524;0.85351298;0.362247435;0.364480329;0.407792396;0.397913984;0.4129621;0.432419773;0.435874311;0.465128341;0.538462945;0.428441613;0.435643724;0.524335479;0.60192015;0.513822664;0.50466042;0.623996016;0
24-2-2020;0;0.791902953;0.824967047;0.644370389;0.858920004;0.362163768;0.361793454;0.396157549;0.397903677;0.364805051;0.419605808;0.399517489;0.457917027;0.403671836;0.424033729;0.443761034;0.444588726;0.642187869;0.574416658;0.617249116;0.618078512;0
25-2-2020;0;0.866193646;0.792037549;0.995514795;0.883185265;0.384041316;0.377398575;0.371880008;0.388026752;0.376624619;0.388206765;0.419449125;0.425570048;0.490792659;0.447381968;0.451224095;0.484907331;0.682789741;0.532241561;0.595477162;0.646025506;0
26-2-2020;0;0.78679856;0.873957419;0.871162949;0.9097146;0.345925502;0.348119636;0.349042189;0.392221428;0.40478096;0.394531108;0.404178214;0.432607968;0.494024539;0.489752897;0.439526199;0.521913262;0.601684489;0.588759913;0.616658369;0.639154831;0
27-2-2020;0;0.705043979;0.801026363;0.977297029;0.891965527;0.397966403;0.381177606;0.402184846;0.389392735;0.412933653;0.49896386;0.418727832;0.459124567;0.465496666;0.370620453;0.434276791;0.4836134;0.449598649;0.580836039;0.596870166;0.637355859;0
28-2-2020;0;0.763553827;0.89317751;0.779895219;0.867302539;0.36709365;0.375043025;0.328549801;0.384209688;0.387914781;0.421465208;0.412646434;0.471619132;0.507068105;0.391795644;0.446429228;0.484824189;0.28785792;0.485442878;0.566401394;0.624056982;0
29-2-2020;0;0.806377585;0.842648226;0.851467293;0.837190677;0.394562054;0.354969917;0.382107478;0.385719302;0.418792207;0.448158787;0.399037046;0.450211921;0.439012313;0.419737898;0.441681303;0.489293082;0.577562497;0.538688485;0.544148122;0.663542459;0
1-3-2020;0;0.85541473;0.784279774;0.949683314;0.891501027;0.315802907;0.370781527;0.35274179;0.392535449;0.386110166;0.38378571;0.405575939;0.446927222;0.416385052;0.448026419;0.451154561;0.483388906;0.4690934;0.527434543;0.522100716;0.653991704;0
2-3-2020;0;0.776353108;0.816465859;0.72794475;0.904445538;0.362954141;0.3522243;0.372770492;0.389670028;0.358405405;0.447987457;0.435564295;0.440798981;0.391935552;0.403087851;0.43974913;0.4638262;0.703227154;0.581847281;0.568170575;0.614039815;0
3-3-2020;0;0.75969339;0.850597068;0.766631361;0.792570053;0.364732945;0.354571501;0.486183207;0.395443041;0.406594016;0.41964652;0.411313324;0.428954944;0.438280143;0.41179797;0.439937028;0.475726337;0.476188507;0.64189911;0.591701948;0.661038253;0
4-3-2020;0;0.789717597;0.810206206;1.01025434;0.831815388;0.379584526;0.35661426;0.398566373;0.38627906;0.366052639;0.307757843;0.394859612;0.426354149;0.511184666;0.406852979;0.43597814;0.528558578;0.394913439;0.536151122;0.599800601;0.627478305;0
5-3-2020;0;0.789441339;0.832392694;1.011210255;0.853964171;0.371748164;0.393178101;0.383987084;0.389011555;0.421073494;0.376226724;0.432215796;0.432120611;0.427272092;0.470163564;0.437873292;0.397432938;0.389327896;0.54437925;0.53673597;0.59492108;0
6-3-2020;0;0.790908552;0.792318145;0.795440839;0.912615682;0.374057179;0.388546142;0.358371895;0.39233741;0.416952165;0.405060962;0.419410564;0.444491041;0.468634195;0.518884457;0.440564576;0.509700619;0.59261355;0.565044768;0.591860617;0.628002358;0
7-3-2020;0;0.810499514;0.879703038;1.066627178;0.909238649;0.369287619;0.400723993;0.418341199;0.388603462;0.427682017;0.382820446;0.42970491;0.419816754;0.325215657;0.451822507;0.444590566;0.500983605;0.281308603;0.51402378;0.57490474;0.6201776;0
8-3-2020;0;0.774830899;0.799764377;0.705579484;0.910767305;0.382361418;0.39058306;0.469987591;0.383211402;0.391219151;0.381940837;0.425336632;0.440259994;0.447438689;0.413210843;0.440893295;0.472101627;0.672069535;0.544908098;0.613245794;0.628540473;0
9-3-2020;0;0.745391347;0.800912712;1.017464435;0.869137982;0.409922867;0.410392361;0.462592115;0.377032004;0.373715228;0.428417604;0.374048982;0.459733831;0.397150247;0.434331265;0.446334115;0.486471843;0.485889204;0.510739715;0.570645967;0.596920826;0
10-3-2020;0;0.770644222;0.79217324;0.889518134;0.788859262;0.361644135;0.361125169;0.309447294;0.392175033;0.39031954;0.379269752;0.417543102;0.429302616;0.380697349;0.444874493;0.445109373;0.53194084;0.485089173;0.539486411;0.522278122;0.675310503;0
11-3-2020;0;0.846953935;0.822925733;1.105149586;0.873164981;0.351756915;0.388027907;0.366442148;0.388358309;0.407166457;0.340349983;0.432310399;0.432620795;0.383633946;0.386641969;0.433128835;0.47650901;0.634612801;0.512558118;0.558754432;0.651715515;0
12-3-2020;0;0.821943105;0.819931683;0.707481605;0.875946402;0.349140088;0.386187821;0.407758097;0.383618689;0.385736395;0.427846277;0.428698601;0.420483964;0.27676127;0.434370145;0.439036792;0.478706513;0.594919371;0.596622551;0.532037508;0.624374095;0
13-3-2020;0;0.815052389;0.841509234;0.597548265;0.939169091;0.319782787;0.349847505;0.362157708;0.385160025;0.374123416;0.345949622;0.426364428;0.384435735;0.352096965;0.422111255;0.437801223;0.489300769;0.521553802;0.543965049;0.597230679;0.611027786;0
14-3-2020;0;0.769288047;0.844217789;0.771238093;0.859199733;0.392216136;0.3540908;0.409430907;0.393894667;0.41940656;0.426665255;0.449010287;0.440016465;0.396542879;0.458404993;0.445138002;0.469639796;0.516589973;0.526296776;0.54531245;0.593066542;0
15-3-2020;0;0.772093657;0.79255251;0.809598553;0.892277359;0.384700397;0.390942091;0.414679314;0.392619183;0.413736832;0.388790075;0.411892454;0.452251068;0.538507444;0.379534414;0.444985712;0.48595481;0.50050345;0.567269594;0.553312877;0.615893417;0
16-3-2020;0;0.804051121;0.829564885;0.851456199;0.784671733;0.377431176;0.38498198;0.365752849;0.39464354;0.419417036;0.439653835;0.405023473;0.438458204;0.408761549;0.47676613;0.447481669;0.45783493;0.451267763;0.573668318;0.535849234;0.636348613;0
17-3-2020;0;0.798070342;0.797360137;0.91934426;0.861081819;0.360024017;0.378705094;0.392820337;0.384728135;0.41319496;0.366943247;0.443272577;0.4533303;0.46115386;0.397117343;0.441732698;0.475476284;0.664405269;0.527549045;0.576560798;0.654020804;0
18-3-2020;0;0.817152709;0.830733262;0.709767915;0.883281441;0.370490975;0.368443997;0.370239038;0.384408891;0.421296917;0.412438134;0.437047689;0.415116763;0.379847612;0.453232943;0.446116031;0.444682891;0.480404897;0.52118365;0.557744779;0.649114703;0
19-3-2020;0;0.799960326;0.841791563;0.822666078;0.866268782;0.364593595;0.35028113;0.389726561;0.395857666;0.433260434;0.460629726;0.418291749;0.41771685;0.473543653;0.4267762;0.450785187;0.46737522;0.389525296;0.55338132;0.546469063;0.626131877;0
20-3-2020;0;0.734998538;0.88224519;0.840214223;0.914250991;0.373639855;0.362474191;0.395326197;0.385114049;0.463180419;0.44869759;0.439532192;0.458575903;0.509233374;0.4403387;0.440093362;0.474604832;0.59175171;0.558321174;0.580545289;0.662975847;0
21-3-2020;0;0.871385771;0.810532838;0.65967998;0.8330732;0.368504668;0.378945413;0.38195945;0.400461283;0.396378887;0.362032681;0.441330532;0.400738091;0.406835191;0.396329938;0.450141122;0.507911811;0.564246472;0.53629548;0.603859456;0.639797177;0
22-3-2020;0;0.832512422;0.856851191;0.770371432;0.872501386;0.393221206;0.389607231;0.37734167;0.389413717;0.364176341;0.38885491;0.394438496;0.457198571;0.428950611;0.436727259;0.438426667;0.471205573;0.521252058;0.545566108;0.60583529;0.636277467;0
23-3-2020;0;0.863550911;0.87314538;0.83339133;0.908949811;0.347326929;0.390913933;0.476337216;0.388276771;0.384042723;0.396449331;0.423202882;0.430155564;0.252789327;0.440752809;0.446783932;0.46736532;0.456975569;0.533946994;0.549221393;0.649738225;0
24-3-2020;0;0.740251368;0.82626943;0.8377186;0.876624467;0.362160778;0.388928585;0.35702654;0.395033715;0.408393307;0.400346571;0.460268059;0.39111563;0.449966425;0.368468446;0.432745988;0.45124236;0.883170426;0.532137081;0.539965643;0.647233543;0
25-3-2020;0;0.846200653;0.86362408;0.899321198;0.943617927;0.419005691;0.382744881;0.327315292;0.401233228;0.420926685;0.499262656;0.446660231;0.448902364;0.387805879;0.410664194;0.442397199;0.471554288;0.616153864;0.56233704;0.581167221;0.632900125;0
26-3-2020;0;0.826165097;0.817333157;0.694224491;0.919843171;0.394794864;0.382603409;0.340014537;0.390462243;0.452161673;0.428331587;0.440259179;0.458651063;0.443232702;0.410928797;0.441057282;0.507703178;0.651841205;0.523868701;0.56124512;0.622031046;0
27-3-2020;0;0.78581078;0.845256478;0.692348917;0.823984944;0.366172617;0.402270397;0.323638249;0.377631653;0.403590325;0.443779927;0.432242482;0.451343195;0.410796599;0.454863486;0.441005136;0.488358835;0.591300456;0.527358358;0.536236219;0.593294148;0
28-3-2020;0;0.766354469;0.790926835;0.841170723;0.864111885;0.37572537;0.357270166;0.393874311;0.395538656;0.392110407;0.373853906;0.398195159;0.43210902;0.460437246;0.468619383;0.446425696;0.47703706;0.653382776;0.528380289;0.56705666;0.648294831;0
29-3-2020;0;0.828531822;0.839869277;1.059809035;0.902704598;0.39102658;0.38114018;0.411970378;0.385422256;0.38348592;0.455535698;0.413358184;0.429473333;0.476093017;0.386515615;0.441948078;0.490816906;0.390768002;0.560046295;0.564480987;0.600781383;0
30-3-2020;0;0.761327335;0.832983919;0.838970513;0.932314588;0.352101534;0.390810138;0.431767039;0.388543353;0.397136473;0.384936425;0.400480982;0.431167411;0.437542899;0.412814722;0.45430975;0.479296544;0.60606962;0.516023478;0.538912959;0.651423245;0
31-3-2020;0;0.722030762;0.826908446;1.070613772;0.926587001;0.378619209;0.382970423;0.444372214;0.397964437;0.388069603;0.389480393;0.388613144;0.445917293;0.492296668;0.460414317;0.448913593;0.500168957;0.426082242;0.514518316;0.486879982;0.635776741;0
1-4-2020;0;0.794202637;0.820057826;1.060587549;0.868893483;0.37923518;0.381142938;0.373013947;0.371977432;0.353234661;0.502287545;0.415186843;0.432556065;0.420215469;0.482227109;0.440948461;0.506076264;0.636645182;0.568424054;0.595715187;0.6206117;0
2-4-2020;0;0.73994019;0.834306548;0.764689145;0.839341654;0.378371782;0.402974523;0.462224872;0.388459218;0.396710195;0.380117291;0.444248173;0.42954136;0.381207573;0.456002023;0.43946008;0.48974997;0.671009626;0.479432162;0.574235276;0.61856784;0
3-4-2020;0;0.820847943;0.846224418;0.942621567;0.907847394;0.378955619;0.398595613;0.337852727;0.396225448;0.376615868;0.406417892;0.435641627;0.446216744;0.383863345;0.46388093;0.444475585;0.483867573;0.400923737;0.49673785;0.543335887;0.598755155;0
4-4-2020;0;0.703272458;0.812165812;0.866903034;0.850819907;0.376991778;0.389466528;0.422156568;0.393713783;0.367873432;0.351380585;0.395135374;0.454215632;0.315792012;0.48751399;0.445642016;0.459833505;0.454894152;0.502894285;0.550300705;0.660932026;0
5-4-2020;0;0.844833592;0.831119617;0.851899283;0.8024292;0.373622469;0.393846763;0.471477583;0.385554445;0.370052646;0.444520009;0.406708246;0.430480901;0.442497627;0.450754632;0.450678714;0.501714027;0.593843757;0.55164481;0.567454345;0.622411381;0
6-4-2020;0;0.824128093;0.851856488;0.821479099;0.879024149;0.380194327;0.402438668;0.392461149;0.393029604;0.376495977;0.483283264;0.437512483;0.463827666;0.431843611;0.445281888;0.44275379;0.447801355;0.358238222;0.529320981;0.570594194;0.591686144;0
7-4-2020;0;0.850420463;0.830270097;0.780822167;0.881843058;0.362899193;0.361140583;0.406827833;0.396064798;0.40315269;0.485598148;0.408566012;0.408237763;0.500517193;0.488645786;0.435372154;0.515877814;0.607228293;0.544742813;0.567251559;0.579498165;0
8-4-2020;0;0.830415538;0.827039181;0.747719389;0.884626802;0.39830639;0.385276185;0.44142843;0.402062828;0.390751888;0.405177102;0.421775086;0.451194843;0.478396801;0.493951674;0.440451914;0.490168801;0.522637718;0.573765965;0.573950552;0.670923838;0
9-4-2020;0;0.745037126;0.865073696;0.854331048;0.852149476;0.393295148;0.408398921;0.37210143;0.389565294;0.372659381;0.434612023;0.431713123;0.444081793;0.447713653;0.413344965;0.432966123;0.456981603;0.678418944;0.504389015;0.582567248;0.635093802;0
10-4-2020;0;0.863100844;0.82359372;0.79666024;0.893669136;0.371421084;0.367620111;0.420067635;0.400274145;0.438056738;0.504409921;0.416897904;0.415446486;0.31744154;0.423125487;0.447933258;0.443079493;0.719961545;0.497192871;0.533171898;0.669350784;0
11-4-2020;0;0.819648823;0.857427498;0.608900597;0.93189372;0.359115192;0.376495587;0.416685999;0.397250005;0.39038241;0.405772148;0.418281611;0.469075103;0.489957953;0.436326684;0.449069085;0.463830613;0.577821647;0.584906552;0.581104743;0.5827052;0
12-4-2020;0;0.860680306;0.852968281;0.676233366;0.879857034;0.364361957;0.385715213;0.397324037;0.376021949;0.397528541;0.429771468;0.409952835;0.452183214;0.336872202;0.464236737;0.443671223;0.474105078;0.521653972;0.494764056;0.526559856;0.638209382;0
